GameTime,ScenarioTime,FrameRate,FrameRate-XRDevice,Frame Number,a,steering,Websocket_message_timestamp,Websocket_message_category,Websocket_message_action,v_x,v_y,v_z,x,y,z,r_x,r_y,r_z
24.04937,1.219091,0.013909,0.0,6164,0.0,0.0,1722352090,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
24.09143,1.261154,0.013972,0.0,6167,0.0,0.0,1722352091,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
24.13337,1.303093,0.013975,0.0,6170,0.0,0.0,1722352091,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
24.17568,1.345404,0.014047,0.0,6173,0.0,0.0,1722352091,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
24.21735,1.387072,0.01397,0.0,6176,0.0,0.0,1722352091,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
24.25923,1.428947,0.013967,0.0,6179,0.0,0.0,1722352091,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
24.30089,1.470615,0.013929,0.0,6182,0.0,0.0,1722352091,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
24.34257,1.512295,0.013912,0.0,6185,0.0,0.0,1722352091,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
24.38424,1.553963,0.013901,0.0,6188,0.0,0.0,1722352091,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
24.42598,1.595699,0.013904,0.0,6191,0.0,0.0,1722352091,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
24.46764,1.637365,0.013897,0.0,6194,0.0,0.0,1722352091,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
24.50931,1.679028,0.013893,0.0,6197,0.0,0.0,1722352091,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
24.55098,1.720699,0.013892,0.0,6200,0.0,0.0,1722352091,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
24.59265,1.762367,0.01389,0.0,6203,0.0,0.0,1722352091,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
24.63469,1.804409,0.013953,0.0,6206,0.0,0.0,1722352091,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
24.67702,1.846745,0.014017,0.0,6209,0.0,0.0,1722352091,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
24.71904,1.888765,0.014019,0.0,6212,0.0,0.0,1722352091,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
24.76071,1.930429,0.013955,0.0,6215,0.0,0.0,1722352091,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
24.80242,1.972137,0.01393,0.0,6218,0.0,0.0,1722352091,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
24.84409,2.013807,0.01391,0.0,6221,0.0,0.0,1722352091,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
24.88582,2.055538,0.013913,0.0,6224,0.0,0.0,1722352091,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
24.9276,2.097324,0.013917,0.0,6227,0.0,0.0,1722352091,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
24.96935,2.139069,0.013913,0.0,6230,0.0,0.0,1722352091,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
25.01119,2.180908,0.013923,0.0,6233,0.0,0.0,1722352091,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
25.05305,2.222767,0.013945,0.0,6236,0.0,0.0,1722352091,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
25.09509,2.264812,0.013971,0.0,6239,0.0,0.0,1722352092,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
25.13715,2.306875,0.013982,0.0,6242,0.0,0.0,1722352092,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
25.17958,2.3493,0.014072,0.0,6245,0.0,0.0,1722352092,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
25.22158,2.391298,0.014044,0.0,6248,0.0,0.0,1722352092,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
25.26332,2.433039,0.013978,0.0,6251,0.0,0.0,1722352092,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
25.30518,2.474899,0.013969,0.0,6254,0.0,0.0,1722352092,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
25.34731,2.517036,0.013992,0.0,6257,0.0,0.0,1722352092,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
25.38898,2.558706,0.013942,0.0,6260,0.0,0.0,1722352092,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
25.43109,2.600807,0.013991,0.0,6263,0.0,0.0,1722352092,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
25.47315,2.642872,0.014021,0.0,6266,0.0,0.0,1722352092,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
25.51503,2.684753,0.014,0.0,6269,0.0,0.0,1722352092,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
25.55738,2.727098,0.014046,0.0,6272,0.0,0.0,1722352092,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
25.59953,2.769251,0.014059,0.0,6275,0.0,0.0,1722352092,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
25.6412,2.810921,0.013976,0.0,6278,0.0,0.0,1722352092,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
25.68329,2.853016,0.013996,0.0,6281,0.0,0.0,1722352092,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
25.72496,2.894684,0.013944,0.0,6284,0.0,0.0,1722352092,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
25.76663,2.936352,0.013917,0.0,6287,0.0,0.0,1722352092,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
25.80835,2.978075,0.013914,0.0,6290,0.0,0.0,1722352092,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
25.85049,3.020214,0.013978,0.0,6293,0.0,0.0,1722352092,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
25.89216,3.06188,0.013934,0.0,6296,0.0,0.0,1722352092,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
25.93383,3.10355,0.013913,0.0,6299,0.0,0.0,1722352092,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
25.97549,3.145216,0.013901,0.0,6302,0.0,0.0,1722352092,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
26.01736,3.187086,0.013935,0.0,6305,0.0,0.0,1722352092,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
26.05931,3.229027,0.013962,0.0,6308,0.0,0.0,1722352093,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
26.101,3.27072,0.013931,0.0,6311,0.0,0.0,1722352093,mode, Authentication,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
26.14321,3.312933,0.013985,0.0,6314,0.0,0.0,1722352093,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
26.18488,3.354599,0.013938,0.0,6317,0.0,0.0,1722352093,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
26.22655,3.396273,0.013915,0.0,6320,0.0,0.0,1722352093,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
26.26872,3.43844,0.01399,0.0,6323,0.0,0.0,1722352093,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
26.3104,3.48012,0.013942,0.0,6326,0.0,0.0,1722352093,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
26.35217,3.521894,0.013933,0.0,6329,0.0,0.0,1722352093,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
26.39384,3.563564,0.013912,0.0,6332,0.0,0.0,1722352093,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
26.43551,3.605236,0.013902,0.0,6335,0.0,0.0,1722352093,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
26.47754,3.647259,0.013952,0.0,6338,0.0,0.0,1722352093,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
26.51921,3.688927,0.013922,0.0,6341,0.0,0.0,1722352093,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
26.56087,3.730593,0.013905,0.0,6344,0.0,0.0,1722352093,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
26.60254,3.772261,0.013897,0.0,6347,0.0,0.0,1722352093,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
26.64491,3.814631,0.013998,0.0,6350,0.0,0.0,1722352093,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
26.68698,3.856699,0.014025,0.0,6353,0.0,0.0,1722352093,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
26.72898,3.898701,0.014002,0.0,6356,0.0,0.0,1722352093,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
26.77085,3.940573,0.013988,0.0,6359,0.0,0.0,1722352093,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
26.81282,3.982546,0.013979,0.0,6362,0.0,0.0,1722352093,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
26.85511,4.02483,0.014031,0.0,6365,0.0,0.0,1722352093,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
26.89709,4.066811,0.014002,0.0,6368,0.0,0.0,1722352093,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
26.93876,4.108477,0.013947,0.0,6371,0.0,0.0,1722352093,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
26.98047,4.150188,0.013927,0.0,6374,0.0,0.0,1722352093,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
27.02249,4.192215,0.013954,0.0,6377,0.0,0.0,1722352093,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
27.06457,4.234287,0.013974,0.0,6380,0.0,0.0,1722352094,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
27.10632,4.276039,0.013943,0.0,6383,0.0,0.0,1722352094,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
27.14843,4.31815,0.013986,0.0,6386,0.0,0.0,1722352094,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
27.19027,4.359987,0.01397,0.0,6389,0.0,0.0,1722352094,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
27.23194,4.401657,0.013931,0.0,6392,0.0,0.0,1722352094,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
27.2736,4.443325,0.013911,0.0,6395,0.0,0.0,1722352094,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
27.32529,4.495008,0.015503,0.0,6398,0.0,0.0,1722352094,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
27.36695,4.536676,0.014716,0.0,6401,0.0,0.0,1722352094,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
27.40862,4.578341,0.014312,0.0,6404,0.0,0.0,1722352094,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
27.45029,4.620008,0.014105,0.0,6407,0.0,0.0,1722352094,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
27.49246,4.662184,0.014065,0.0,6410,0.0,0.0,1722352094,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
27.53415,4.703876,0.013982,0.0,6413,0.0,0.0,1722352094,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
27.57598,4.745701,0.013962,0.0,6416,0.0,0.0,1722352094,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
27.61765,4.787371,0.013927,0.0,6419,0.0,0.0,1722352094,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
27.65932,4.829041,0.013909,0.0,6422,0.0,0.0,1722352094,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
27.70109,4.87081,0.01392,0.0,6425,0.0,0.0,1722352094,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
27.74286,4.912582,0.013918,0.0,6428,0.0,0.0,1722352094,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
27.78453,4.954252,0.013904,0.0,6431,0.0,0.0,1722352094,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
27.82641,4.99613,0.013939,0.0,6434,0.0,0.0,1722352094,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
27.86849,5.03821,0.013988,0.0,6437,0.0,0.0,1722352094,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
27.9102,5.079926,0.013948,0.0,6440,0.0,0.0,1722352094,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
27.9519,5.121618,0.013923,0.0,6443,0.0,0.0,1722352094,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
27.99356,5.163284,0.013907,0.0,6446,0.0,0.0,1722352094,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
28.03535,5.205072,0.013922,0.0,6449,0.0,0.0,1722352094,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
28.07727,5.246996,0.013947,0.0,6452,0.0,0.0,1722352095,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
28.11933,5.289051,0.013969,0.0,6455,0.0,0.0,1722352095,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
28.16119,5.330908,0.013962,0.0,6458,0.0,0.0,1722352095,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
28.2033,5.373018,0.013993,0.0,6461,0.0,0.0,1722352095,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
28.24522,5.414946,0.013984,0.0,6464,0.0,0.0,1722352095,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
28.28689,5.456615,0.013938,0.0,6467,0.0,0.0,1722352095,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
28.32862,5.498343,0.013921,0.0,6470,0.0,0.0,1722352095,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
28.37081,5.540529,0.013985,0.0,6473,0.0,0.0,1722352095,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
28.41279,5.58251,0.013989,0.0,6476,0.0,0.0,1722352095,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
28.45446,5.62418,0.01394,0.0,6479,0.0,0.0,1722352095,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
28.49612,5.66584,0.013915,0.0,6482,0.0,0.0,1722352095,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
28.53779,5.707512,0.013903,0.0,6485,0.0,0.0,1722352095,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
28.57971,5.749434,0.013947,0.0,6488,0.0,0.0,1722352095,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
28.6215,5.791224,0.013938,0.0,6491,0.0,0.0,1722352095,,,-8.8086097e-07,-1.3113022e-06,4.5100705e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
28.66325,5.832972,0.013931,0.0,6494,0.0,0.0,1722352095,,,-8.8086097e-07,-1.3113022e-06,4.510072e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
28.70512,5.874838,0.013942,0.0,6497,0.0,0.0,1722352095,,,-8.8086097e-07,-1.3113022e-06,4.5100714e-09,81.46065,0.4462486,58.542007,0.000557781,269.97766,1.3378642
